"행사ID","행사명","장소","행사내용","행사시작일자","행사종료일자","행사시작시각","행사종료시각","요금정보","입장연령","주차장보유여부","소재지도로명주소","소재지지번주소","위도","경도"
368,"무료영화상영(벼랑 위의 포녀)","서귀포예술의전당 대극장","영화상영",24/01/18,24/01/18,"10:00","11:30","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
369,"무료영화상영(하울의 움직이는 성)","서귀포예술의전당 대극장","영화상영",24/01/19,24/01/19,"10:00","11:30","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
370,"서귀포고등학교 동문합창단 창단연주회","서귀포예술의전당 대극장","공연",24/01/20,24/01/20,"18:00","20:00","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
371,"황금거위 동화","서귀포예술의전당 소극장","공연",24/01/20,24/01/20,"13:00","17:00","유료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
372,"2024신년음악회","서귀포예술의전당 대극장","공연",24/01/25,24/01/25,"19:30","21:30","유료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
373,"서귀포관악단 즐거운 주말 토요힐링콘서트","서귀포예술의전당 소극장","공연",24/02/03,24/02/03,"15:00","16:00","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
374,"무료영화상영(코코, 더빙)","서귀포예술의전당 대극장","영화상영",24/02/13,24/02/13,"10:00","11:30","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
375,"무료영화상영(소울, 더빙)","서귀포예술의전당 대극장","영화상영",24/02/14,24/02/14,"10:00","11:30","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
376,"무료영화상영(겨울왕국1, 더빙)","서귀포예술의전당 대극장","영화상영",24/02/15,24/02/15,"10:00","11:30","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
377,"무료영화상영(겨울왕국2, 더빙)","서귀포예술의전당 대극장","영화상영",24/02/16,24/02/16,"10:00","11:30","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
378,"국제 심포지엄 <현대미술기관과 창조적 실천에서의 아카이브 열병>","국립아시아문화전당 일대","국제 심포지엄 <현대미술기관과 창조적 실천에서의 아카이브 열병>",15/12/11,15/12/11,"10:00","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
379,"오키나와에서 배운다: 동아시아 속의 한반도","문화정보원 B3 극장3","전경수(서울대 명예교수)",15/12/09,15/12/09,"15:00","X","유료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
380,"북콘서트 <5인의 대화: 정병규의 북디자인>","국립아시아문화전당 일대","북콘서트 <5인의 대화: 정병규의 북디자인>",15/12/05,15/12/05,"16:00","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
381,"특별 강연 ?60년대 일본 퍼포먼스?","국립아시아문화전당 일대","특별 강연 ?60년대 일본 퍼포먼스?",15/12/05,15/12/05,"10:00","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
382,"소리의 숲","예술극장 극장1","이야기는 화자가 산으로 갔던 어느 날에서 시작된다. 그는 산에서 길을 잃고 헤매게 된다. 실종신고가 들어가고 수색을 했지만 발견되지 않는다.",15/12/05,15/12/06,"19:00","X","유료","만 18세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
383,"아시아 대중음악에 대한 새로운 상상 ?유산의 공유와 공공재의 구축","국립아시아문화전당 일대","아시아 대중음악에 대한 새로운 상상 ?유산의 공유와 공공재의 구축",15/12/04,15/12/04,"10:00","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
384,"캐리커처 그리기","극장오픈홀","만화로 재미나게 그려진 나의 모습 만화작가가 직접 내 캐리커처를 그려줍니다. 만화로 재미나게 그려진 내 모습을 그림으로 간직할 수 있습니다.",15/11/28,15/11/29,"13:00","X","무료","만4세 ~ 초등학생","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
385,"더티 워크/마지막 탐험/네온/엠티 스테이지","극장오픈홀","팀 에첼스는 다방면에서 작업을 해온 작가로, 영국의 세계적인 아방가르드 단체 포스드 엔터테인먼트(Forced Entertainment)를 이끌고 있으며, 진정한 탈장르적 아티스트이자, 포스트 드라마 연극의 선구자로 불리운다.",15/11/27,15/11/28,"19:00","X","무료","12세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
386,"제4회 아시아 창작공간 네트워크 국제행사","민주평화교류원 기념관 3관","한국과 베트남, 인도, 인도네시아 등 아시아 32개국이 참여하는 아시아 창착공간 네트워크 국제행사를 개최합니다.",15/11/26,15/12/24,"10:00","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
387,"아시아의 전시 대만 국제 심포지엄 ?아카이브 콤플렉스?","국립아시아문화전당 일대","아시아의 전시 대만 국제 심포지엄 ?아카이브 콤플렉스?",15/11/25,15/11/25,"14:00","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
388,"국립아시아문화전당 라이브러리파크 개관 학술프로그램","라이브러리파크","국립아시아문화전당 라이브러리파크 개관 학술프로그램",15/11/25,15/12/19,"","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
389,"이곳, 저곳, 모든 곳: 유라시아의 도시","문화창조원 복합3관","3년간 진행되는 새로운 유라시아 프로젝트는 유럽과 아시아를 하나의 대륙으로 바라보며, 이의 역사적 선례와 현대적인 재건을 연구합니다.,3년간 진행되는 새로운 유라시아 프로젝트는 유럽과 아시아를 하나의 대륙으로 바라보며, 이의 역사적 선례와 현대적인 재건을 연구합니다.",15/11/25,16/07/15,"10:00","X","유료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
390,"싱가포르 아트 아카이브","문화정보원","‘싱가포르 아트 아카이브 프로젝트’는 자료 수집을 통한 예술활동을 지향하는 작업으로 싱가포르를 기반으로 활동하고 있는 코 응왕 호우(Koh Nguang How)가…",15/11/25,16/02/14,"10:00","X","무료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
391,"6월 사서컬렉션 연계 행사 라탄 드림캐쳐 만들기","의정부과학도서관","체험",22/06/19,22/06/19,"13:00","15:00","무료","성인 12명","Y","경기도 의정부시 추동로124번길 52 (신곡동)","경기도 의정부시 신곡동 124-1",37.744726,127.069132
392,"인문학융합특강 당신이 집에서 논다는 거짓말","의정부과학도서관","강연",22/06/30,22/06/30,"19:00","21:00","무료","성인 20명","Y","경기도 의정부시 추동로124번길 52 (신곡동)","경기도 의정부시 신곡동 124-1",37.744726,127.069132
393,"인문학융합특강 죽은 자의 집 청소","의정부과학도서관","강연",22/07/09,22/07/09,"14:00","16:00","무료","성인 20명","Y","경기도 의정부시 추동로124번길 52 (신곡동)","경기도 의정부시 신곡동 124-1",37.744726,127.069132
394,"인문학융합특강 나의 살던 고향은","의정부과학도서관","강연",22/07/23,22/07/23,"14:00","16:00","무료","성인 20명","Y","경기도 의정부시 추동로124번길 52 (신곡동)","경기도 의정부시 신곡동 124-1",37.744726,127.069132
395,"여름 독서교실 놀멍 쓰멍 그리멍","의정부과학도서관","강연",22/07/25,22/08/03,"10:00","18:00","무료","초등3~6학년 48명","Y","경기도 의정부시 추동로124번길 52 (신곡동)","경기도 의정부시 신곡동 124-1",37.744726,127.069132
396,"질문하는 인간 -Paper Q-","예술의 거리","사회는 ‘질문하는 사람’보다 ‘말 잘 듣고, 잘 외우는 사람’을 생산한다. 이 프로젝트는 삶의 주인으로 사는 법을 탐구하기 위한 시도이다.",16/01/23,16/01/23,"10:00","X","무료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
397,"아시아 술 순례: 발효주의 맛과 향, 그리고 멋","문화정보원 B3 극장3","허시명(막걸리학교 교장)",15/12/30,15/12/30,"15:00","X","무료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
398,"동의보감은 어떻게 만들어졌을까? 한국과 중국의 의학과 지식의 교류 이야기","문화정보원 B3 극장3","의학서적으로는 최초로 유네스코에 등재된 동의보감의 이야기가 펼쳐진다",15/12/23,15/12/23,"15:00","X","무료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
399,"아시아의 공연예술 프로젝트 워크숍 ?비영웅극장>","국립아시아문화전당 일대","아시아의 공연예술 프로젝트 워크숍 ?비영웅극장>",15/12/19,15/12/19,"14:00","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
400,"성민제&조윤성 클라츠 콘서트","대구학생문화센터 대공연장","클래식",21/09/29,21/10/08,"14:00","15:20","무료","중고교생","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
401,"성민제&조윤성 클라츠 콘서트 기획공연","대구학생문화센터 대공연장","클래식",21/10/01,21/10/01,"19:30","21:00","무료","8세이상","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
402,"초등학교폭력 예방뮤지컬 미러톡","대구학생문화센터 소극장","뮤지컬",21/11/01,21/11/23,"09:00","10:10","무료","초등학생","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
403,"초등학교폭력 예방뮤지컬 미러톡","대구학생문화센터 소극장","뮤지컬",21/11/01,21/11/23,"10:50","12:00","무료","초등학생","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
404,"상주단체 기획공연 흥보가 기가 막혀","대구학생문화센터 대공연장","뮤지컬",21/11/06,21/11/06,"14:00","15:20","무료","8세이상","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
405,"상주단체 기획공연 흥보가 기가 막혀","대구학생문화센터 대공연장","뮤지컬",21/11/06,21/11/06,"18:00","19:20","무료","8세이상","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
406,"2021 대구유스콰이어 정기 연주회","대구학생문화센터 대공연장","음악",21/11/13,21/11/13,"17:00","16:20","무료","6세이상","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
407,"무대를 만드는 사람들","대구학생문화센터 대공연장","복합",21/11/18,21/11/19,"10:00","11:40","무료","중고교생","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
408,"무대를 만드는 사람들","대구학생문화센터 대공연장","복합",21/11/17,21/11/19,"13:30","15:10","무료","중고교생","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
409,"발레컬 Once upon a time in 발레","대구학생문화센터 대공연장","무용",21/11/23,21/11/26,"10:00","11:20","무료","중고교생","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
410,"발레컬 Once upon a time in 발레","대구학생문화센터 대공연장","무용",21/11/23,21/11/26,"14:00","15:20","무료","중고교생","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
411,"발레컬 Once upon a time in 발레 기획공연","대구학생문화센터 대공연장","무용",21/11/24,21/11/24,"19:30","20:50","무료","8세이상","Y","대구광역시 달서구 용산로 181","대구광역시 달서구 용산동 230-6",35.8530244,128.5295209
412,"나눔동구 주민참여 콘서트","극장2","도시재생 선도지역 활성화를 위한 나눔동구 주민참여 콘서트",15/12/18,15/12/18,"19:30","X","무료","모든 연령","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
413,"2015 인도 문화제","문화정보원 B3 극장3","인도 영화와 요가, 그리고 볼리우드 댄스 등 다양한 매체와 체험 프로그램을 통해 인도 문화를 직접 느낄 수 있는 자리를 마련합니다.",15/12/18,15/12/20,"19:30","X","무료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
414,"이슬람의 눈으로 본 세계사","문화정보원 B3 극장3","이희수(한양대 문화인류학과 교수)",15/12/16,15/12/16,"19:00","X","유료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
415,"방송프로그램제작지원 우수작품 광주시사회","국립아시아문화전당 일대","미래창조과학부 방송프로그램제작 지원사업 중 제작완료된 우수한 프로그램 2편의 시사회를 개최합니다.",15/12/15,15/12/15,"13:00","X","무료","만 7세 이상 입장가능","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
416,"비는 오지 않지만, 우리에겐 우산이 있지","예술극장 극장1","<비는 오지 않지만, 우리에겐 우산이 있지>는 광주 일대의 기억 속 공간을 배경으로 하는 음악극이다. 공간 속에서 기억과 마주한 이야기들은 과거라는 실체에 다가가려는 시도와 동시에 망각의 미로와 맞닿아 있다.",15/12/12,15/12/13,"19:00","X","유료","12세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
417,"유기농테마파크 생생마켓","유기농테마파크","유기농(친환경) 및 지역농산물과 가공품",17/04/23,17/12/31,"11:00","X","무료","전체","Y","경기도 남양주시 조안면 북한강로 881","경기도 남양주시 조안면 삼봉리 182",37.596182,127.33799
418,"유기농테마파크 톡톡마켓","유기농테마파크","유아물품 중고벼룩시장",17/04/23,17/12/31,"13:00","X","무료","전체","Y","경기도 남양주시 조안면 북한강로 881","경기도 남양주시 조안면 삼봉리 182",37.596182,127.33799
419,"문화가있는날","유기농테마파크","유기농박물관 전시실 무료관람",17/04/26,17/12/31,"09:00","X","무료","전체","Y","경기도 남양주시 조안면 북한강로 881","경기도 남양주시 조안면 삼봉리 182",37.596182,127.33799
420,"봄의 제전 G.","예술극장 극장2","드라마발레에 한국 특유의 의식문화 ‘씻김굿’의 예술적 형식미와 감성을 담아 한국 문화를 자연스럽게 드러낸 작품. 한국전통 악기로 구성된 오케스트라와 한지를 활용한 무대에서 슬픔보다 더 아름다운 사랑이야기가 펼쳐진다.",16/04/15,16/04/16,"19:00","X","유료","만 7세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
421,"어린이 가족뮤지컬 “뉴 겨울왕국”","예술극장 극장2","엘사를 구하기 위해 떠나는 안나의 이야기",16/04/09,16/04/10,"14:00","X","유료","24개월 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
422,"The Time is Out of Joint","예술극장 극장1","<시간의 빗장이 어긋나다>는 시간과 장소에 대해 이야기한 안달루시아의 철학자 이븐 아라비로부터 영향을 받아 지금 우리가 놓인 이 장소와 환경을 고찰한다. 역사적 전환점에 열렸던 두 개의 중요한 전시를 재현하고, 이를 미래에 대한 상상으로 갈무리한다.",16/04/08,16/04/17,"11:00","X","유료","7세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
423,"춘천시립교향악단 실내악 시리즈","축제극장몸짓","춘천시립교향악단 실내악 시리즈",20/10/28,20/10/28,"19:30","21:00","유료","만 7세 이상","Y","강원도 춘천시 춘천로 112","강원도 춘천시 효자동 531",37.87309537,127.727858
424,"강원도립극단 (안티고네)","축제극장몸짓","비극 속에서 나를 만나다",21/11/30,21/12/01,"19:30","20:50","유료","전체관람가","Y","강원도 춘천시 춘천로 112","강원도 춘천시 효자동 531",37.87309537,127.727858
425,"(기획) 예술소통공간 곳 입주작가전","춘천문화예술회관","예술소통공간 곳 입주작가전",20/10/20,20/11/17,"10:00","18:00","무료","전체관람가","Y","강원도 춘천시 효자상길5번길 13","강원도 춘천시 효자동 산40-12",37.87261579,127.7293405
426,"볼라레 8월 소리꾼 무대를 날다","춘천문화예술회관","연극배우 김성녀의 무대",19/08/14,19/08/14,"19:30","21:00","유료","만 7세 이상","Y","강원도 춘천시 효자상길5번길 13","강원도 춘천시 효자동 산40-12",37.87261579,127.7293405
502,"사라져가는 목소리들","예술극장 극장1","근대의 도래와 함께 변방으로 밀려난 소수의 언어와 지식을 오늘로 소환한다. 사라져가는 암묵지의 동시대적 변주는 다시금 미래를 상상할 수 있는 매개가 될 수 있을까? 이 프로젝트는 오래된 미래에 대한 탐색이다.",16/05/14,16/05/15,"17:30","X","유료","만 7세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
503,"동서양미술-사이의 미학","강의실1","주요화가들을 중심으로 생애와 그림기법 설명을 들으면서 미술감상법 익히기",16/05/13,16/07/01,"14:00","X","유료","전 연령대","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
504,"나만의 커피 레시피","아카데미체험실","원두 로스팅과 핸드드립 등 커피 체험과 내 입맛에 맞는 커피 찾기",16/05/11,16/06/15,"10:00","X","유료","전 연령대","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
505,"라이브음악세미나","문화정보원 B3 극장3","피아노, 클래식기타, 성악을 라이브로 들으면서 음악이야기를 듣는 공연식 강연",16/05/11,16/07/06,"10:30","X","유료","전 연령대","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
506,"최태지, 발레를 이야기 하다","예술극장 극장2","국립발레단 명예예술감독인 최태지가 대표적인 발레 작품 ‘카르멘’, ‘돈키호테’ 등 4개의 작품에 대한 쉬운 해설과 함께 각 작품의 하이라이트 무대를 선보입니다.",16/05/11,16/05/11,"11:00","X","유료","만 7세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
507,"요하문명의 발견과 동북아 상고사의 재편","문화정보원 B3 극장3","우리가 주목해야하는 것은 만일 중국 학자들이 최근 논의하고 있는 이론들이 정리되면, 우리 민족의 선조들인 단군, 웅녀, 주몽, 해모수 등은 모두 황제의 후예가 되는 것이며, 대한민국의 역사는 중화인민공화국의 방계역사로 전락하게 된다는 점이다. 우리 역사학계에서 요하문명론에 주목하고 시급히 대응책을 마련해야한다고 본다.",16/05/11,16/05/11,"15:00","X","무료","만13세 이상  만12세 이하는 보호자 동반","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
508,"본질을 묻다","극장오픈홀","본질을 묻다''''는 전남일보가 한국사회의 변화를 갈망하면서 2015년 한해 동안 펼쳤던 ''''공 프로젝트''''의 결과물을 작품으로 재구성한 사진전입니다.   　''''공 프로젝트''''의 큰 주제는 ''''본질을 묻다''''라고 정했습니다. 대한민국사회가 원점으로 돌아가 본질이 무엇인가 고민해야 국민들의 삶의 질을 높일 수 있다는 뜻입니다. 　''''공 프로젝트''''는 김홍탁 플레이그라운드 대",16/05/11,16/05/29,"10:00","X","무료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
509,"IT테리어-디지털로 만들고 놀자","아카데미 A,B,C실","융복합 메이커스(Makers) 클래스, 최첨단 기기를 활용하여 인테리어 소품 만들기 체험",16/05/11,16/06/15,"19:00","X","유료","12세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
510,"2016 문학 콘서트","예술극장 극장2","일상 속에서 향유하기 쉽지 않은 우리 문학을 가까이 만나는 시간",16/07/30,16/07/30,"17:00","X","무료","만 7세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
511,"문자로 상상하는 아시아","어린이창작실험실","아시아 문자의 형태를 활용한 놀이와 문자 모빌 만들기 창작활동을 함께하는 아시아 문화탐구 프로그램",16/06/19,16/06/19,"11:00","X","유료","유아 6~7세 (12명)   초등학교 1~6학년 (16명)","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
512,"[어린이도서관 연계] 책 나와라 뚝딱","어린이창작실험실","‘숲 속 재봉사의 꽃잎 드레스’ 최향랑 작가와 함께 하는 6월 책 나와라 뚝딱 동화책 ‘숲 속 재봉사 꽃잎 드레스’ 주인공이 되어 알록달록 다양한 꽃들을 활용한 ‘옷’ 만들기 창작체험 프로그램",16/06/18,16/06/18,"15:00","X","유료","6세~8세","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
513,"앙상블시나위 콘서트<사랑이여>","예술극장 극장1","사랑이여''''는 이 땅에서 자유와 사랑을 위해 목숨을 바친 사람들과 하루 하루를 치열하게 살아가는 현대 사회의 지친 이들을 위로하는 이 시대의 ''''굿''''이다.  전통음악 중 즉흥으로 연주되던 시나위를 극대화하고 앙상블시나위와 아티스트들의 진정한 뜻을 모아 광주에서 불태운 청춘들의 혼을 달래고 치유를 위한 노래를 하고자 한다. 장르를 초월한 다양한 매",16/06/17,16/06/18,"18:00","X","유료","만 7세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
514,"[주말 가족 프로그램] 꿈마루 팸핑","어린이창작실험실","온 가족이 함께 즐기는 문화예술체험 프로그램",16/06/12,16/06/12,"11:00","X","유료","어린이(초등학생 이상)를  포함한 가족","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
515,"모두에 맞서는 모든 사람들(Tous contre tous)","예술극장 극장2","한불 상호 교류의 해를 맞아 2016년 프랑스 아비뇽축제에 공식 초청된 연극 ‘모두에 맞서는 모든 사람들’을 국립아시아문화전당에서 가장 먼저 보실 수 있는 기회를 마련했습니다",16/06/11,16/06/11,"17:00","X","유료","만 12세 이상","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
516,"[어린이도서관 연계] 놀러와, 이야기 숲으로 (6월)","어린이도서관","동화구연가 김서연 선생님이 들려주는 동화 속 아시아를 구연하는 프로그램으로 아이와 가족이 함께하는 즐기는 어린이 도서관 프로그램",16/06/11,16/06/25,"15:00","X","무료","제한없음(30명)","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
517,"독일문화원 협력전시 Myriad","라이브러리파크","‘셀 수 없이 많은’ 오르골 기계장치들이 일정한 간격으로 배치되어 있는 <미리아드(Myriad)>는 베를린을 기반으로 하는 토포텍 1과 영국 출신의 작곡가 레베카 손더스(Rebecca Saunders)의 협업 작품입니다.",16/06/11,16/12/25,"10:00","X","무료","제한 X","Y","광주광역시 동구 광산동 문화전당로 38","광주광역시 동구 광산동 13",35.1467193,126.9202542
583,"<자체>『Sac On Screen 연극 돌아온다』","제주문예회관 대극장","연극",23/08/28,23/08/28,"15:00","16:40","무료","12세이상관람가"," ","제주특별자치도 제주시 동광로 69","주소 X",33.50444397,126.5351724
584,"<대관>『제2회 대한민국 시민연극제 제주』","제주문예회관 소극장","연극",23/08/28,23/08/28,"18:00","20:00","무료","전체관람가"," ","제주특별자치도 제주시 동광로 69","주소 X",33.50444397,126.5351724
585,"<대관>『엘피스앙상블 제2회 정기연주회』","제주문예회관 대극장","연주회",23/08/29,23/08/29,"19:30","21:30","무료","제한 X"," ","제주특별자치도 제주시 동광로 69","주소 X",33.50444397,126.5351724
586,"<대관>『제2회 대한민국 시민연극제 제주』","제주문예회관 소극장","연극",23/08/29,23/08/29,"19:30","21:30","무료","전체관람가"," ","제주특별자치도 제주시 동광로 69","주소 X",33.50444397,126.5351724
587,"<대관>『제3회 함덕고등학교 음악과 국악&실용음악 정기연주회』","제주문예회관 대극장","연주회",23/08/30,23/08/30,"19:00","21:00","무료","제한 X"," ","제주특별자치도 제주시 동광로 69","주소 X",33.50444397,126.5351724
588,"<대관>『제2회 대한민국 시민연극제 제주』","제주문예회관 소극장","연극",23/08/30,23/08/30,"19:30","21:30","무료","전체관람가"," ","제주특별자치도 제주시 동광로 69","주소 X",33.50444397,126.5351724
589,"<대관>『제2회 대한민국 시민연극제 제주』","제주문예회관 소극장","연극",23/08/31,23/08/31,"19:30","21:30","무료","전체관람가"," ","제주특별자치도 제주시 동광로 69","주소 X",33.50444397,126.5351724
590,"<대관> 제6회 정기연주회","설문대여성문화센터","연주회",23/08/04,23/08/04,"19:00","21:00","무료","전체관람가"," ","제주특별자치도 제주시 선덕로8길 12(연동)","주소 X",33.48439696,126.5003713
591,"창작 오페라 이중섭","서귀포예술의전당 대극장","공연",22/09/23,22/09/24,"19:30","21:30","유료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
592,"꿈다락 연계공연 「무브먼트코리아IN서귀포」","서귀포예술의전당 소극장","공연",22/10/01,22/10/01,"14:00","15:00","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
593,"김정문화회관 기획공연 시리즈 토요일 토요일은 클래식 4. Sonority","김정문화회관","공연",22/10/08,22/10/08,"17:00","18:30","무료","제한 X","Y","제주특별자치도 서귀포시 김정문화로 36","제주특별자치도 서귀포시 강정동 176",33.251069,126.508668
594,"제주특별자치도립 서귀포관악단 <최고맘을 위한 태교음악회>","서귀포예술의전당 소극장","공연",22/10/07,22/10/07,"11:00","12:00","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
595,"상주단체 세미뮤지컬 <낮술>","서귀포예술의전당 대극장","공연",22/10/08,22/10/09,"16:00","18:00","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
596,"제주특별자치도립 서귀포관악단 제75회 정기연주회","서귀포예술의전당 대극장","공연",22/10/20,22/10/20,"19:30","21:00","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
597,"음악으로 그리는 화가의 아틀리에-클림트","서귀포예술의전당 대극장","공연",22/10/27,22/10/27,"19:30","21:00","유료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
598,"도립서귀포관악단 <청소년 대학생 협주곡의 밤>","서귀포예술의전당 대극장","공연",22/11/03,22/11/03,"19:30","21:10","무료","제한 X","Y","제주특별자치도 서귀포시 태평로 270","제주특별자치도 서귀포시 서홍동 551-1",33.246333,126.550791
