"축제ID","축제명","개최장소","축제시작일자","축제종료일자","축제내용","홈페이지주소","소재지도로명주소","소재지지번주소","위도","경도"
766,"화성뱃놀이축제","화성시 전곡항+제부도 일원",24/05/31,24/06/02,"풍류단의 항해+바람의 사신단 댄스 퍼레이드+천해 유람단+문화자원 연계 프로그램+공연 프로그램 등","https://hs-boatingfestival.com/","경기도 화성시 서신면 전곡항로 5","경기도 화성시 서신면 전곡리 1076 전곡마리나클럽하우스",37.18560049,126.651015
829,"여르미오페스티벌","안산시 문화광장",15/08/08,15/08/08,"대중예술축제","https://www.ansanart.com//lay2/S1T54C56/contents.do","경기도 안산시 단원구 광덕대로 157","경기도 안산시 단원구 고잔동 800",37.310742,126.829822
830,"제3회 상록수문화제","본오3동공영주차장+상록수공원 및 샘골로 일대",15/09/19,15/09/19,"기념음악회+체험박람회+작품발표회+사생대회 등","https://www2.ansan.go.kr/choiyongshin/main/main.do","경기도 안산시 상록구 샘골서길 64","경기도 안산시 상록구 본오동 879-4",37.299644,126.8627402
831,"안산국제거리극축제","안산시 문화광장",16/05/05,16/05/08,"순수예술축제","https://www.ansanart.com/index.do","경기도 안산시 단원구 광덕대로 157","경기도 안산시 단원구 고잔동 800",37.310742,126.829822
832,"여르미오페스티벌","안산시 문화광장",16/08/13,16/08/13,"대중예술축제","https://www.ansanart.com//lay2/S1T54C56/contents.do","경기도 안산시 단원구 화랑로 312","경기도 안산시 단원구 고잔동 817",37.318426,126.823108
833,"제4회 상록수문화제","본오3동공영주차장+상록수공원 및 샘골로 일대",16/09/10,16/09/10,"기념음악회+체험박람회+작품발표회+거리퍼레이드 등","https://www2.ansan.go.kr/choiyongshin/main/main.do","경기도 안산시 상록구 샘골서길 64","경기도 안산시 상록구 본오동 879-4",37.299644,126.8627402
834,"안산국제거리극축제","안산문화광장 및 안산시 일대",17/05/05,17/05/07,"순수예술축제","https://www.ansanart.com/index.do","경기도 안산시 단원구 광덕대로 157","경기도 안산시 단원구 고잔동 800",37.310742,126.829822
835,"제5회 상록수문화제","본오3동공영주차장+상록수공원 및 샘골로 일대",17/09/16,17/09/16,"기념음악회+체험박람회+작품발표회+거리퍼레이드 등","https://www2.ansan.go.kr/choiyongshin/main/main.do","경기도 안산시 상록구 샘골서길 64","경기도 안산시 상록구 본오동 879-4",37.299644,126.8627402
836,"안산국제거리극축제","안산문화광장 및 안산시 일대",18/05/05,18/05/07,"순수예술축제","https://www.ansanart.com/index.do","경기도 안산시 단원구 광덕대로 157","경기도 안산시 단원구 고잔동 800",37.310742,126.829822
837,"여르미오페스티벌","안산시 문화광장",18/08/04,18/08/04,"대중예술축제","https://www.ansanart.com//lay2/S1T54C56/contents.do","경기도 안산시 단원구 화랑로 312","경기도 안산시 단원구 고잔동 817",37.318426,126.823108
838,"제6회 상록수문화제","본오3동공영주차장+매화길+상록수역 앞 광장",18/09/15,18/09/15,"기념음악회+체험박람회+작품발표회+거리퍼레이드 등","https://www2.ansan.go.kr/choiyongshin/main/main.do","경기도 안산시 상록구 샘골서길 64","경기도 안산시 상록구 본오동 879-4",37.299644,126.8627402
839,"안산국제거리극축제","안산문화광장 및 안산시 일대",19/05/04,19/05/06,"순수예술축제","https://www.ansanart.com/index.do","경기도 안산시 단원구 광덕대로 157","경기도 안산시 단원구 고잔동 800",37.310742,126.829822
840,"제7회 상록수문화제","최용신기념관+상록수공원",19/10/26,19/10/26,"공연+전시+체험 등","https://www2.ansan.go.kr/choiyongshin/main/main.do","경기도 안산시 상록구 샘골서길 64","경기도 안산시 상록구 본오동 879-4",37.299644,126.8627402
841,"안산국제거리극축제","안산문화예술의전당",21/10/05,21/10/10,"순수예술축제","https://www.ansanart.com/index.do","경기도 안산시 단원구 화랑로 312(고잔동)","경기도 안산시 단원구 고잔동 817",37.31842647,126.8231075
842,"여르미오페스티벌","안산문화예술의전당 야외 광장 일대",19/08/10,19/08/10,"대중예술축제","https://www.ansanart.com/index.do","경기도 안산시 단원구 화랑로 312","경기도 안산시 단원구 고잔동 817",37.318426,126.823108
843,"2019 안양 시민축제","평촌중앙공원+병목안시민공원+범계로데오",19/09/20,19/09/22,"시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
844,"2021 안양시민축제 <우선멈춤>","평촌중앙공원+삼덕공원+온라인(www.aydf.or.kr)",21/10/01,21/10/03,"시민과 함께하는 K-POP 댄스 페스티벌","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
845,"2022 안양시민축제 <우선멈춤>","평촌중앙공원+삼덕공원+온라인(www.aydf.or.kr)",22/09/23,22/09/25,"시민과 함께하는 K-POP 댄스 페스티벌","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
846,"2023 안양충훈벚꽃축제","안양충훈2교일대",23/04/08,23/04/09,"벚꽃콘서트+ 버스킹공연+ 벚꽃체험부스+ 푸드트럭&먹거리+ 벚꽃컬러링북+ SNS이벤트 등","http://www.ayac.or.kr","경기도 안양시 만안구 석수로 159","경기도 안양시 만안구 석수동 797",37.404615,126.896157
847,"2023 광복78주년 광복기념음악회","병목안시민공원",23/08/15,23/08/15,"기념행사 + 오프닝 퍼포먼스 + 뮤지컬 갈라 + 팝페라 + 가수공연 + 테마영상 상영 등","http://www.ayac.or.kr","경기도 안양시 만안구 병목안로 215","경기도 안양시 만안구 안양동 산 82-2",37.385289,126.907675
848,"치악산한우축제","댄싱공연장 주차장",23/10/01,23/10/01,"지역 한우 판매 등","홈페이지 정보 없음","강원도 원주시 단구로 170","강원도 원주시 명륜동 345",37.3364295,127.9462614
849,"원주 독서대전","시립중앙도서관",23/10/01,23/10/01,"학술토론+전시체험 등","홈페이지 정보 없음","강원도 원주시 단구로 170","강원도 원주시 명륜동 345",37.3364295,127.9462614
850,"원주 평생학습 축제","원주문화원 일원",23/10/06,23/10/07,"개막식+공연+전시+체험 등","www.wonju.go.kr","강원도 원주시 원일로 139","강원도 원주시 일산동 211",37.3515851,127.9467947
851,"치악산배축제","원주원예농협 하나로마트광장",23/11/01,23/11/01,"지역 배 판매+품평회 등","홈페이지 정보 없음","강원도 원주시 무실로 182","강원도 원주시 단계동 803-2",37.3414432,127.9392853
874,"태화강 대숲 납량축제","태화강 국가정원 야외공연장, 대숲산책로 일원",23/08/11,23/08/14,"태화강 대숲을 배경의 한 여름밤 납량축제","http://www.ulsantheatre.or.kr/","울산광역시 중구 태화강국가정원길 154","울산광역시 중구 태화동 667",35.548823,129.291263
875,"서머페스티벌","울산종합운동장 보조구장, 울주군 진하해수욕장, 북구 강동해수욕장",23/08/05,23/08/10,"6개 테마별 국내 가수 초청 공연","https://www.usmbc.co.kr","울산광역시 중구 염포로 55","울산광역시 중구 남외동 865",35.5623241,129.3481434
876,"제19회 광릉숲축제","남양주시 광릉숲 일원",24/09/28,24/09/29,"광릉숲길 걷기+숲속공연+환경경 체험프로그램 운영 등","홈페이지 정보 없음","경기도 남양주시 진접읍 봉선사길 32","경기도 남양주시 진접읍 부평리 255번지",37.7463984,127.1836293
877,"제38회 정약용문화제","남양주시 정약용유적지 일원",24/10/11,24/10/12,"정약용 선생의 정신을 기리는 역사문화축제","https://www.nyj.go.kr/thinkj/index.do","경기도 남양주시 조안면 다산로747번길 11","경기도 남양주시 조안면 능내리 95-3",37.51627419,127.2990576
878,"2016 광복기념음악회","병목안시민공원",16/08/15,16/08/15,"안양필하모닉 오케스트라연주+ 트럼펫연주곡+ 안양시립합창단 공연등","http://www.ayac.or.kr","경기도 안양시 만안구 병목안로 215","경기도 안양시 만안구 안양동 산 82-2",37.385289,126.907675
879,"2014 안양 아줌마축제","평촌중앙공원",14/08/30,14/08/31,"아줌마 축제 개막식 및 폐막식+ 주민자치센터 동호회 공연  등","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
880,"추자도 참굴비 대축제","추자도문화공연장 및 추자면 일원",23/10/13,23/10/15,"개막식 및 축하공연·참굴비 축제 체험행사·가족낚시대회·참굴비 어선퍼레이드·추자도 문화예술 행사 등","홈페이지 정보 없음","제주특별자치도 제주시 추자면 추자로 3","주소 X",33.9625726,126.297481
881,"동백마을 레스토랑","동백마을 정원집",23/10/28,23/10/28,"토종동백나무를 300년간 가꾸고 키워낸 동백마을에 주민들이 직접 수확하고 짜낸 동백기름으로 건강한 제주한끼 다이닝을 경험하세요.","booking.naver.com/booking/6/bizes/65186/items/5387933?area=pll","제주특별자치도 서귀포시 남원읍 한신로531번길 22-2","주소 X",33.32011401,126.7450999
882,"제29회 서귀포칠십리 축제","제주월드컵경기장 광장 일대",23/10/13,23/10/15,"칠십리마을 문화예술제·댄스 플래시몹·문화예술 난장·청소년 페스타·가요제 및 각종 공연(체험) 등","홈페이지 정보 없음","제주특별자치도 서귀포시 월드컵로 33","주소 X",33.24621937,126.5092753
883,"제 2회 사계로 페스티벌","사계항 & 보로스름",23/10/07,23/10/07,"산방산 고종달 설화를 배경으로 펼쳐지는 제 2회 사계리 마을 축제","litt.ly/themong","제주특별자치도 서귀포시 안덕면 형제해안로 13","주소 X",33.22806467,126.3053971
884,"제4회서귀포은갈치축제","서귀포항 동부두일원",23/10/06,23/10/08,"수산물 요리교실·새벽 경매장 체험·선상낚시 체험·축하공연 및 수영대회·해녀 퍼레이드·해군 군악대·은갈치 무료 시식회","홈페이지 정보 없음","제주특별자치도 서귀포시 칠십리로72번길 14","주소 X",33.23890498,126.564869
885,"2023 세계유산축전-제주화산섬과 용암동굴","한라산 거문오름용암동굴계 성산일출봉 세계유산마을 제주세계자연유산센터 등",23/10/03,23/10/08,"세계유산축전 개막식·세계자연유산 마을을 찾아서·세계자연유산 워킹투어·세계자연유산 특별탐험대","www.worldheritage.kr/","제주특별자치도 제주시 조천읍 선교로 569-36","주소 X",33.4569953,126.7147521
886,"제18회중문칠선녀축제","중문관광단지 내 테디베어뮤지엄 앞 도로",23/10/02,23/10/03,"칠선녀 공연·칠선녀제봉행·칠선녀 노래자랑 등","홈페이지 정보 없음","제주특별자치도 서귀포시 중문관광로110번길 31","주소 X",33.25030323,126.4121557
887,"2023 제주펫페어","제주국제컨벤션센터",23/10/06,23/10/08,"B2B(10.6)와 B2C(10.7-8)가 결합된 형태로 운영되며 바이어들과 매칭서비스를 제공하여 비즈니스 교류의 장이 되고·설채현·김명철 등의 강연자들과 함께하는 교육세미나 등 다양한 프로그램이 진행된다.","홈페이지 정보 없음","제주특별자치도 서귀포시 중문관광로 224","주소 X",33.24128964,126.4244429
888,"제62회 탐라문화제","제주시 산지천 탐라문화관장 등",23/10/06,23/10/10,"기원문화축제·민속문화축제·예술문화축제·참여문화축제","www.tamnafestival.kr/","제주특별자치도 제주시 중앙로 1","주소 X",33.5181055,126.5251233
889,"구팔일 억새 바당","9.81파크",23/10/04,23/11/30,"9.81파크 제주가 제주도 억새가 무르익는 계절을 맞이해 반짝이는 은빛 억새와 아름다운 제주 바다를 배경으로 가을 정취를 만끽할 수 있는 억새 축제를 개최한다","www.981park.com/","제주특별자치도 제주시 애월읍 천덕로 880-24","주소 X",33.39003694,126.3665286
890,"하늘 나는 피카츄 프로젝트 in JEJU","제주도 일대",23/07/28,23/10/31,"여행&피크닉 필수템 가볍고 캐리어에 착붙는 “하늘 나는 피카츄 미니 캐리어(레디백)“ 10월 31일까지 풀·불꽃·물타입 각각의 코스를 클리어하면 추첨을 통해 GET할 수 있어요~","pikachu.jstamp.net/","제주특별자치도 제주시 애월읍 천덕로 880-24","주소 X",33.39003694,126.3665286
891,"휴애리 동백축제","휴애리 자연생활공원",23/11/14,24/01/31,"2023 휴애리 동백축제는 서귀포시 남원읍 신례리에 위치한 휴애리의 대표 겨울 축제이다.이번 동백축제는 동백올레길,동백온실,동백정원 등 정성스럽게 키운 동백꽃을 공원 곳곳에서 감상할 수 있어 더욱 풍성한 축제가 될 것으로 예상한다.","www.hueree.com","제주특별자치도 서귀포시 남원읍 신례동로 256","주소 X",33.30853475,126.6343808
892,"서문반짝마켓","제주시 서문공설시장 3층",23/11/10,23/12/02,"서문 반짝마켓은 제주 서문공설시장의 상권 활성화를 위해 시장 진입 희망 상인을 발굴하고자 시작된 프로그램으로 전문가의 멘토링 강연과 문화 체험 등 상인과 방문객을 위한 다양한 연계 프로그램이 준비되어 있다.","www.instagram,com/madgnoy","제주특별자치도 제주시 서문로4길 13-2","주소 X",33.511358,126.5179062
893,"2023 제주시 소상공인 한마음 박람회","제주시민속오일시장",23/11/10,23/11/11,"유명 가수 박군의 개막 축하공연을 시작으로 가수 주미성·김지후의 축하공연과 함께 소상공인 가요제·청소년 페스티벌·어린이 미술대회가 진행되며 소상공인들이 직접 판매하는 홍보 판매부스·지역의 어르신들을 위한 이미용봉사 네일아트와 피부미용봉사·프로필 사진 촬영 등의 다양한 프로그램이 운영된다.","jeju-jejusi.kfme.or.kr","제주특별자치도 제주시 오일장서길 26","주소 X",33.49724701,126.4748884
